RespondentID,Personal_JavaScalaSpark,Personal_JavaScriptHTMLCSS,Personal_Python,Personal_R,Personal_SAS,Professional_JavaScalaSpark,Professional_JavaScriptHTMLCSS,Professional_Python,Professional_R,Professional_SAS,Industry_JavaScalaSpark,Industry_JavaScriptHTMLCSS,Industry_Python,Industry_R,Industry_SAS,Python_Course_Interest,Foundations_DE_Course_Interest,Analytics_App_Course_Interest,Systems_Analysis_Course_Interest,Courses_Completed,PREDICT400,PREDICT401,PREDICT410,PREDICT411,PREDICT413,PREDICT420,PREDICT422,PREDICT450,PREDICT451,PREDICT452,PREDICT453,PREDICT454,PREDICT455,PREDICT456,PREDICT457,OtherPython,OtherR,OtherSAS,Other,Graduate_Date
5123703369,10,10,30,30,20,5,5,30,30,30,5,5,20,20,50,100,100,70,71,11,PREDICT 400 Math for Modelers (Python),PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),PREDICT 411 Generalized Linear Models (SAS),PREDICT 413 Time Series Analysis and Forecasting (R),PREDICT 420 Database Systems and Data Preparation (Python),PREDICT 422 Practical Machine Learning (R),,,PREDICT 452 Web Analytics and Network Data Science (Python),,,PREDICT 455 Data Visualization (R),,,,,,,Winter 2017
5123681588,10,0,20,60,10,10,0,20,60,10,20,0,20,50,10,100,70,100,100,1,PREDICT 400 Math for Modelers (Python),,,,,,,,,,,,,,,,,,,Summer 2018
5123658738,0,0,50,25,25,0,0,34,33,33,0,0,60,20,20,95,95,70,70,2,PREDICT 400 Math for Modelers (Python),PREDICT 401 Introduction to Statistical Analysis (R),,,,,,,,,,,,,,,,,,2020 or Later
5123653041,20,0,40,40,0,20,0,40,40,0,50,0,25,25,0,100,100,100,100,12,,PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),PREDICT 411 Generalized Linear Models (SAS),,PREDICT 420 Database Systems and Data Preparation (Python),PREDICT 422 Practical Machine Learning (R),PREDICT 450 Marketing Analytics (R),,PREDICT 452 Web Analytics and Network Data Science (Python),PREDICT 453 Text Analytics (Python),PREDICT 454 Advanced Modeling Techniques (R),,,,,,,,Fall 2016
5123553958,0,25,25,25,25,20,20,20,20,20,0,25,25,25,25,65,98,88,83,3,PREDICT 400 Math for Modelers (Python),PREDICT 401 Introduction to Statistical Analysis (R),,,,,,,,,,,,,,,,,,Winter 2018
5123212204,20,20,20,20,20,20,0,10,35,35,20,20,20,20,20,100,NA,20,NA,7,,PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),PREDICT 411 Generalized Linear Models (SAS),PREDICT 413 Time Series Analysis and Forecasting (R),PREDICT 420 Database Systems and Data Preparation (Python),PREDICT 422 Practical Machine Learning (R),,,,,,,,,,,,,Summer 2018
5123194296,10,12,25,33,20,5,15,25,45,10,5,15,30,40,10,63,11,25,30,10,PREDICT 400 Math for Modelers (Python),PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),PREDICT 411 Generalized Linear Models (SAS),PREDICT 413 Time Series Analysis and Forecasting (R),PREDICT 420 Database Systems and Data Preparation (Python),PREDICT 422 Practical Machine Learning (R),,,,,,,,,,Other Course with R as the Primary Language,,,Winter 2017
5123135355,0,0,50,25,25,0,0,50,10,40,0,0,60,25,15,85,45,20,60,NA,,,,,,,,,,,,,,,,,,,,
5122952528,5,5,30,30,30,0,0,0,0,100,0,0,5,5,90,50,10,95,15,7,,PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),PREDICT 411 Generalized Linear Models (SAS),,PREDICT 420 Database Systems and Data Preparation (Python),,,,,,,,,,,,,,Spring 2018
5122899591,10,0,65,20,5,0,0,50,25,25,0,0,50,25,25,77,70,43,54,NA,PREDICT 400 Math for Modelers (Python),,,,,,,,,,,,,,,,,,,Spring 2018
5122199915,20,20,20,20,20,10,10,20,20,40,20,20,20,20,20,100,100,100,99,3,,,,,,,,PREDICT 450 Marketing Analytics (R),,,PREDICT 453 Text Analytics (Python),,PREDICT 455 Data Visualization (R),PREDICT 456 Sports Performance Analytics (R),,,,,,Fall 2016
5121089480,0,0,50,30,20,0,0,50,30,20,0,0,50,30,20,100,28,100,100,2,PREDICT 400 Math for Modelers (Python),,,,,,,,,,,,,,,,,,,Fall 2017
5120798005,10,15,50,25,0,0,0,50,50,0,0,20,40,40,0,25,100,100,50,9,PREDICT 400 Math for Modelers (Python),PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),PREDICT 411 Generalized Linear Models (SAS),,PREDICT 420 Database Systems and Data Preparation (Python),PREDICT 422 Practical Machine Learning (R),,,PREDICT 452 Web Analytics and Network Data Science (Python),,,,,,,,,,Spring 2017
5119974763,15,0,30,40,15,15,0,30,40,15,15,0,30,40,15,75,75,99,NA,1,PREDICT 400 Math for Modelers (Python),,,,,,,,,,,,,,,,,,,Fall 2018
5119705959,20,5,30,30,15,20,5,30,30,15,20,5,30,30,15,80,20,75,100,11,,PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),PREDICT 411 Generalized Linear Models (SAS),,,PREDICT 422 Practical Machine Learning (R),PREDICT 450 Marketing Analytics (R),,,,,PREDICT 455 Data Visualization (R),,,,,,"402, 475, 480, 498, CIS 417",Fall 2016
5119499304,0,0,25,50,25,10,10,20,30,30,0,0,40,40,20,75,50,40,40,10,PREDICT 400 Math for Modelers (Python),PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),PREDICT 411 Generalized Linear Models (SAS),PREDICT 413 Time Series Analysis and Forecasting (R),PREDICT 420 Database Systems and Data Preparation (Python),PREDICT 422 Practical Machine Learning (R),,,,,,PREDICT 455 Data Visualization (R),,,,,,,Winter 2017
5119474874,5,5,30,35,25,10,15,45,15,15,5,5,55,25,10,100,100,85,50,9,,PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),PREDICT 411 Generalized Linear Models (SAS),,PREDICT 420 Database Systems and Data Preparation (Python),PREDICT 422 Practical Machine Learning (R),,,,,,,PREDICT 456 Sports Performance Analytics (R),,,,,,Spring 2018
5119304336,0,10,40,50,0,0,0,50,50,0,0,0,50,50,0,0,50,25,0,2,,,,,,PREDICT 420 Database Systems and Data Preparation (Python),,,,,,,,,,,,,,Spring 2018
5119203234,0,0,30,50,20,0,0,30,50,20,0,0,30,50,20,100,100,71,50,NA,PREDICT 400 Math for Modelers (Python),PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),,,PREDICT 420 Database Systems and Data Preparation (Python),,,,,,,,,,,,,,Spring 2018
5118685828,0,0,10,40,50,0,0,0,20,80,0,0,0,30,70,15,20,25,20,4,PREDICT 400 Math for Modelers (Python),PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),,,,,,,,,,,,,,,,,Fall 2018
5118485199,10,0,30,30,30,0,0,30,30,40,40,0,5,5,50,90,90,50,25,6,PREDICT 400 Math for Modelers (Python),PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),PREDICT 411 Generalized Linear Models (SAS),,PREDICT 420 Database Systems and Data Preparation (Python),,,,,,,,,,,,,,Spring 2018
5118403019,10,0,45,45,0,0,0,10,80,10,33,0,33,34,0,50,75,25,0,1,PREDICT 400 Math for Modelers (Python),,,,,,,,,,,,,,,,,,,Fall 2018
5117317760,0,0,30,50,20,0,0,30,50,20,0,0,30,50,20,100,64,100,90,NA,PREDICT 400 Math for Modelers (Python),PREDICT 401 Introduction to Statistical Analysis (R),,,,,,,,,,,,,,,,,,Summer 2019
5116997299,20,5,45,30,0,20,5,36,34,5,20,10,38,32,0,100,100,95,100,NA,PREDICT 400 Math for Modelers (Python),PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),PREDICT 411 Generalized Linear Models (SAS),PREDICT 413 Time Series Analysis and Forecasting (R),PREDICT 420 Database Systems and Data Preparation (Python),PREDICT 422 Practical Machine Learning (R),,,,,,PREDICT 455 Data Visualization (R),,,,,,,Spring 2017
5116652643,0,10,30,50,10,0,10,30,50,10,0,0,40,60,0,0,0,0,0,6,PREDICT 400 Math for Modelers (Python),PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),,,PREDICT 420 Database Systems and Data Preparation (Python),,,,,,,,,PREDICT 457 Sports Management Analytics (R),,,,402 - Introduction to Predictive Analytics,Summer 2017
5116550123,0,20,40,40,0,0,10,35,35,20,0,0,45,45,10,100,76,14,20,4,PREDICT 400 Math for Modelers (Python),PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),,,,,,,,,,,,,,,,,Fall 2018
5116376492,10,10,20,40,20,10,10,10,40,30,20,20,10,20,30,72,84,82,52,5,PREDICT 400 Math for Modelers (Python),PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),,,PREDICT 420 Database Systems and Data Preparation (Python),,,,,,,,,,,,,Predict 402,Winter 2018
5115806160,5,10,30,40,15,10,20,25,30,15,10,20,25,30,15,75,67,70,50,1,PREDICT 400 Math for Modelers (Python),,,,,,,,,,,,,,,,,,,Winter 2018
5115755954,0,15,30,50,5,0,10,0,90,0,0,5,15,80,0,65,75,100,65,10,PREDICT 400 Math for Modelers (Python),PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),PREDICT 411 Generalized Linear Models (SAS),PREDICT 413 Time Series Analysis and Forecasting (R),PREDICT 420 Database Systems and Data Preparation (Python),,,,,,,PREDICT 455 Data Visualization (R),,,,,,,Winter 2017
5115746166,0,0,40,60,0,0,0,0,50,50,5,5,35,35,20,80,80,10,10,12,PREDICT 400 Math for Modelers (Python),PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),PREDICT 411 Generalized Linear Models (SAS),PREDICT 413 Time Series Analysis and Forecasting (R),PREDICT 420 Database Systems and Data Preparation (Python),PREDICT 422 Practical Machine Learning (R),,,,,,,,,,Other Course with R as the Primary Language,,Other course = 490 simulation and 490 managerial decision modeling,Fall 2016
5115740520,0,0,90,10,0,0,5,95,0,0,10,10,80,0,0,95,89,91,77,6,PREDICT 400 Math for Modelers (Python),PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),PREDICT 411 Generalized Linear Models (SAS),,PREDICT 420 Database Systems and Data Preparation (Python),,,,,,,,,,,,,,Winter 2017
5115727592,15,10,30,40,5,10,10,35,40,5,10,10,35,40,5,56,61,76,73,10,,PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),PREDICT 411 Generalized Linear Models (SAS),PREDICT 413 Time Series Analysis and Forecasting (R),PREDICT 420 Database Systems and Data Preparation (Python),PREDICT 422 Practical Machine Learning (R),,PREDICT 451 Risk Analytics (R),,,,,,,,,,,Spring 2017
5115724762,10,0,30,30,30,30,20,50,0,0,50,0,50,0,0,100,50,30,30,11,PREDICT 400 Math for Modelers (Python),PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),PREDICT 411 Generalized Linear Models (SAS),PREDICT 413 Time Series Analysis and Forecasting (R),PREDICT 420 Database Systems and Data Preparation (Python),PREDICT 422 Practical Machine Learning (R),,,,,,PREDICT 455 Data Visualization (R),,,,,,Cis436,Winter 2017
5115702904,0,0,30,30,40,0,0,20,30,50,0,0,30,40,30,90,20,10,20,NA,PREDICT 400 Math for Modelers (Python),PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),,,PREDICT 420 Database Systems and Data Preparation (Python),,,,,,,,,,,,,,Summer 2018
5115630658,25,0,25,25,25,25,0,25,25,25,25,25,25,25,0,75,5,50,50,8,PREDICT 400 Math for Modelers (Python),PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),PREDICT 411 Generalized Linear Models (SAS),PREDICT 413 Time Series Analysis and Forecasting (R),PREDICT 420 Database Systems and Data Preparation (Python),,,,,,,,,,,,,,Fall 2017
5115527636,30,0,30,40,0,40,0,20,40,0,40,0,20,40,0,90,80,60,90,NA,PREDICT 400 Math for Modelers (Python),PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),PREDICT 411 Generalized Linear Models (SAS),,,PREDICT 422 Practical Machine Learning (R),,,,,,,,,,,,,Fall 2018
5115461434,5,5,50,30,10,10,5,50,30,5,30,10,30,30,0,90,90,30,60,8,PREDICT 400 Math for Modelers (Python),PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),PREDICT 411 Generalized Linear Models (SAS),PREDICT 413 Time Series Analysis and Forecasting (R),PREDICT 420 Database Systems and Data Preparation (Python),,,,,,,,,,,,,,Winter 2017
5115427097,20,10,20,30,20,0,0,30,40,30,50,50,0,0,0,50,50,75,100,3,PREDICT 400 Math for Modelers (Python),PREDICT 401 Introduction to Statistical Analysis (R),,,,,,,,,,,,,,,,,,Winter 2018
5115393220,0,0,0,90,10,0,0,0,100,0,0,0,0,60,40,0,75,75,22,7,PREDICT 400 Math for Modelers (Python),PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),PREDICT 411 Generalized Linear Models (SAS),PREDICT 413 Time Series Analysis and Forecasting (R),,PREDICT 422 Practical Machine Learning (R),,,,,,,,,,,,,Winter 2017
5115262803,0,0,20,70,10,0,0,0,90,10,0,0,10,60,30,70,80,50,50,10,PREDICT 400 Math for Modelers (Python),PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),PREDICT 411 Generalized Linear Models (SAS),PREDICT 413 Time Series Analysis and Forecasting (R),PREDICT 420 Database Systems and Data Preparation (Python),PREDICT 422 Practical Machine Learning (R),,,,,,,,PREDICT 457 Sports Management Analytics (R),,,,,Spring 2017
5115226083,30,0,40,30,0,50,0,40,10,0,50,0,30,20,0,60,60,15,100,6,,PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),PREDICT 411 Generalized Linear Models (SAS),,PREDICT 420 Database Systems and Data Preparation (Python),PREDICT 422 Practical Machine Learning (R),,,,,,,,,,Other Course with R as the Primary Language,,PREDICT 402 (I started in Summer 2014),Winter 2019
5115183111,0,0,50,25,25,0,0,50,10,40,0,0,60,25,15,85,45,20,60,NA,,,,,,,,,,,,,,,,,,,,
5115114265,10,10,20,50,10,0,0,30,70,0,0,0,30,70,0,30,15,15,15,8,PREDICT 400 Math for Modelers (Python),PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),PREDICT 411 Generalized Linear Models (SAS),PREDICT 413 Time Series Analysis and Forecasting (R),PREDICT 420 Database Systems and Data Preparation (Python),,,,,,,,,,Other Course with Python as the Primary Language,,,490 - Managerial Decision Modeling,Fall 2017
5115056858,0,0,90,10,0,5,0,90,5,0,5,0,95,0,0,100,100,100,100,5,PREDICT 400 Math for Modelers (Python),PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),,,PREDICT 420 Database Systems and Data Preparation (Python),,,,,,,,,,,,,,Fall 2017
5115046361,0,0,35,35,30,10,10,15,25,40,0,10,20,20,50,75,100,30,25,11,,PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),,,PREDICT 420 Database Systems and Data Preparation (Python),,,,,,,PREDICT 455 Data Visualization (R),,PREDICT 457 Sports Management Analytics (R),,,,,Fall 2016
5114958756,10,0,40,40,10,0,0,40,50,10,10,0,40,40,10,90,20,30,30,10,PREDICT 400 Math for Modelers (Python),PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),PREDICT 411 Generalized Linear Models (SAS),PREDICT 413 Time Series Analysis and Forecasting (R),PREDICT 420 Database Systems and Data Preparation (Python),PREDICT 422 Practical Machine Learning (R),,,PREDICT 452 Web Analytics and Network Data Science (Python),,,,,,,,,,Summer 2017
5114895574,0,0,25,50,25,0,0,10,80,10,0,0,20,40,40,70,80,40,60,7,PREDICT 400 Math for Modelers (Python),PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),PREDICT 411 Generalized Linear Models (SAS),,PREDICT 420 Database Systems and Data Preparation (Python),,,,,,,PREDICT 455 Data Visualization (R),,,,,,,Summer 2017
5114735351,0,0,20,60,20,0,0,20,40,40,0,0,10,30,60,20,25,20,20,11,PREDICT 400 Math for Modelers (Python),PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),PREDICT 411 Generalized Linear Models (SAS),PREDICT 413 Time Series Analysis and Forecasting (R),PREDICT 420 Database Systems and Data Preparation (Python),PREDICT 422 Practical Machine Learning (R),,,,,,,,,Other Course with Python as the Primary Language,,,Predict 490 Stochastic Simulation & Predict 490 - Managerial Decision Modeling,Winter 2017
5114692492,0,0,20,30,50,0,0,20,30,50,0,0,20,30,50,91,91,92,93,2,PREDICT 400 Math for Modelers (Python),,,,,,,,,,,,,,,,,,,Fall 2018
5114617841,10,10,30,30,20,10,10,30,30,20,10,10,30,30,20,100,100,100,100,9,,PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),PREDICT 411 Generalized Linear Models (SAS),,,,,,,,,,,,,,,,Summer 2017
5114610386,0,0,10,50,40,0,0,10,50,40,0,0,0,50,50,49,93,7,7,2,PREDICT 400 Math for Modelers (Python),PREDICT 401 Introduction to Statistical Analysis (R),,,,,,,,,,,,,,,,,,Winter 2019
5114558675,0,0,70,20,10,10,10,70,10,0,10,10,60,10,10,100,100,75,80,9,PREDICT 400 Math for Modelers (Python),PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),PREDICT 411 Generalized Linear Models (SAS),PREDICT 413 Time Series Analysis and Forecasting (R),PREDICT 420 Database Systems and Data Preparation (Python),PREDICT 422 Practical Machine Learning (R),,,,,,,,,,,,,Spring 2017
5114520455,20,0,70,10,0,0,20,50,30,0,0,0,80,20,0,90,80,85,90,10,PREDICT 400 Math for Modelers (Python),PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),PREDICT 411 Generalized Linear Models (SAS),PREDICT 413 Time Series Analysis and Forecasting (R),PREDICT 420 Database Systems and Data Preparation (Python),PREDICT 422 Practical Machine Learning (R),,,,,,PREDICT 455 Data Visualization (R),,,,,,,Spring 2017
5114492452,0,0,0,100,0,0,0,0,100,0,5,0,15,80,0,0,50,5,40,10,,PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),PREDICT 411 Generalized Linear Models (SAS),PREDICT 413 Time Series Analysis and Forecasting (R),PREDICT 420 Database Systems and Data Preparation (Python),PREDICT 422 Practical Machine Learning (R),,,,PREDICT 453 Text Analytics (Python),,,,,,,,,Winter 2017
5114369319,30,0,35,25,10,30,0,35,25,10,30,0,35,30,5,100,100,NA,35,9,PREDICT 400 Math for Modelers (Python),PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),PREDICT 411 Generalized Linear Models (SAS),PREDICT 413 Time Series Analysis and Forecasting (R),PREDICT 420 Database Systems and Data Preparation (Python),PREDICT 422 Practical Machine Learning (R),,,,,,,,,,,,,Spring 2017
5114321879,5,5,60,15,15,0,100,0,0,0,10,10,60,10,10,100,50,33,50,11,PREDICT 400 Math for Modelers (Python),PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),PREDICT 411 Generalized Linear Models (SAS),PREDICT 413 Time Series Analysis and Forecasting (R),PREDICT 420 Database Systems and Data Preparation (Python),PREDICT 422 Practical Machine Learning (R),,,,,,,,,Other Course with Python as the Primary Language,Other Course with R as the Primary Language,,Two electives - 490 (MCM and SS) and 490 (MDM).,Winter 2017
5113919919,0,0,80,20,0,0,0,80,20,0,0,0,80,20,0,98,100,0,0,7,PREDICT 400 Math for Modelers (Python),PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),PREDICT 411 Generalized Linear Models (SAS),PREDICT 413 Time Series Analysis and Forecasting (R),PREDICT 420 Database Systems and Data Preparation (Python),,,,,,,PREDICT 455 Data Visualization (R),,,,,,,Summer 2018
5113918675,0,0,50,50,0,0,0,50,50,0,0,0,50,50,0,50,20,74,25,8,PREDICT 400 Math for Modelers (Python),PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),PREDICT 411 Generalized Linear Models (SAS),PREDICT 413 Time Series Analysis and Forecasting (R),,,,,,,,,,,,,,,Winter 2017
5113912472,25,0,25,25,25,40,0,20,20,20,40,0,20,20,20,86,99,100,69,2,,PREDICT 401 Introduction to Statistical Analysis (R),,,,PREDICT 420 Database Systems and Data Preparation (Python),,,,,,,,,,,,,,Fall 2019
5113895252,0,0,50,50,0,0,25,25,50,0,0,0,50,50,0,100,38,20,15,10,,PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),PREDICT 411 Generalized Linear Models (SAS),,PREDICT 420 Database Systems and Data Preparation (Python),PREDICT 422 Practical Machine Learning (R),PREDICT 450 Marketing Analytics (R),,,,,PREDICT 455 Data Visualization (R),,,,,,,Spring 2017
5113877352,20,0,30,25,25,30,0,20,25,25,30,0,30,30,10,100,30,50,40,8,PREDICT 400 Math for Modelers (Python),PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),PREDICT 411 Generalized Linear Models (SAS),PREDICT 413 Time Series Analysis and Forecasting (R),PREDICT 420 Database Systems and Data Preparation (Python),,,,,,,,,,,,,,Fall 2017
5113861352,0,0,50,50,0,0,0,40,40,20,5,5,40,40,10,100,75,50,30,2,PREDICT 400 Math for Modelers (Python),PREDICT 401 Introduction to Statistical Analysis (R),,,,,,,,,,,,,,,,,,2020 or Later
5113752171,0,0,25,50,25,0,0,0,50,50,0,0,0,50,50,50,0,0,0,4,PREDICT 400 Math for Modelers (Python),PREDICT 401 Introduction to Statistical Analysis (R),,,,PREDICT 420 Database Systems and Data Preparation (Python),,,,,,,,,,,,,,Winter 2019
5113712132,0,0,50,50,0,0,0,40,50,10,0,0,40,50,10,100,20,30,30,5,PREDICT 400 Math for Modelers (Python),PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),,,PREDICT 420 Database Systems and Data Preparation (Python),,,,,,,,,,,,,,Spring 2018
5113664471,0,0,60,30,10,0,0,70,30,0,5,5,40,40,10,65,5,5,10,2,PREDICT 400 Math for Modelers (Python),,,,,,,,,,,,,,,,,,,Spring 2018
5113569040,25,0,25,25,25,0,0,34,33,33,20,30,20,10,20,100,50,50,90,9,,PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),PREDICT 411 Generalized Linear Models (SAS),,,,PREDICT 450 Marketing Analytics (R),,,,,,,,,,,,Spring 2017
5113487765,0,0,50,25,25,0,0,75,0,25,25,0,50,25,0,100,25,25,100,4,PREDICT 400 Math for Modelers (Python),,,,,PREDICT 420 Database Systems and Data Preparation (Python),,,,,,,,,,,,,,Fall 2018
5113285140,25,0,25,25,25,25,0,25,25,25,25,0,25,25,25,50,NA,NA,NA,5,PREDICT 400 Math for Modelers (Python),PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),,,PREDICT 420 Database Systems and Data Preparation (Python),,,,,,,,,,,,,,Summer 2018
5113167158,10,10,30,25,25,10,10,30,30,20,20,20,25,25,10,63,50,34,67,2,PREDICT 400 Math for Modelers (Python),,,,,PREDICT 420 Database Systems and Data Preparation (Python),,,,,,,,,,,,,,Spring 2018
5113164314,20,15,20,20,25,20,20,5,5,50,20,25,10,0,45,52,0,0,0,10,,,,PREDICT 411 Generalized Linear Models (SAS),PREDICT 413 Time Series Analysis and Forecasting (R),,,,,PREDICT 452 Web Analytics and Network Data Science (Python),PREDICT 453 Text Analytics (Python),,PREDICT 455 Data Visualization (R),,,,,,,Winter 2017
5113121751,0,0,40,50,10,0,0,40,50,10,0,0,40,50,10,30,50,90,100,NA,PREDICT 400 Math for Modelers (Python),PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),PREDICT 411 Generalized Linear Models (SAS),PREDICT 413 Time Series Analysis and Forecasting (R),PREDICT 420 Database Systems and Data Preparation (Python),PREDICT 422 Practical Machine Learning (R),,,,,PREDICT 454 Advanced Modeling Techniques (R),,,,,,,,Winter 2017
5113117003,0,0,50,40,10,0,0,50,50,0,0,0,60,40,0,99,43,70,5,5,PREDICT 400 Math for Modelers (Python),PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),,,PREDICT 420 Database Systems and Data Preparation (Python),,,,,,,,,,,,,,Summer 2018
5113052746,20,14,33,33,0,20,20,20,20,20,30,25,20,25,0,100,99,99,15,2,PREDICT 400 Math for Modelers (Python),,,,,,,,,,,,,,,,,,,Spring 2018
5113049726,5,5,20,50,20,15,5,10,50,20,15,5,15,50,15,25,25,25,50,9,,PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),PREDICT 411 Generalized Linear Models (SAS),,PREDICT 420 Database Systems and Data Preparation (Python),PREDICT 422 Practical Machine Learning (R),PREDICT 450 Marketing Analytics (R),,PREDICT 452 Web Analytics and Network Data Science (Python),,,,,,,,,,Spring 2017
5112957349,10,0,40,40,10,0,10,40,30,20,0,20,80,0,0,100,100,91,51,5,PREDICT 400 Math for Modelers (Python),PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),PREDICT 411 Generalized Linear Models (SAS),,,,,,,,,PREDICT 455 Data Visualization (R),,,,,,,Fall 2018
5112930787,50,0,30,20,0,50,0,30,20,0,50,0,30,20,0,90,20,89,30,10,PREDICT 400 Math for Modelers (Python),PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),PREDICT 411 Generalized Linear Models (SAS),PREDICT 413 Time Series Analysis and Forecasting (R),PREDICT 420 Database Systems and Data Preparation (Python),PREDICT 422 Practical Machine Learning (R),,,PREDICT 452 Web Analytics and Network Data Science (Python),,PREDICT 454 Advanced Modeling Techniques (R),,,,,,,,Winter 2017
5112883751,0,0,0,55,45,0,0,0,55,45,0,0,0,55,45,52,97,0,0,2,PREDICT 400 Math for Modelers (Python),,,,,,,,,,,,,,,,,,,Spring 2018
5112878312,25,5,25,40,5,25,5,25,40,5,25,5,25,40,5,83,51,46,48,2,PREDICT 400 Math for Modelers (Python),,,,,,,,,,,,,,,,,,,Fall 2019
5112833242,20,0,30,30,20,20,0,30,30,20,20,0,30,30,20,22,9,26,14,11,,,PREDICT 410 Regression and Multivariate Analysis (SAS),PREDICT 411 Generalized Linear Models (SAS),,,,PREDICT 450 Marketing Analytics (R),,PREDICT 452 Web Analytics and Network Data Science (Python),,PREDICT 454 Advanced Modeling Techniques (R),,,,,,,,Winter 2017
